estado;cidade;local;endereço;bairro;cep;tipo de material;horario_seg_sex;horario_sab_dom;tipo;;;;
SP;São Paulo;Giovanni Gronchi;Avenida Giovanni Gronchi, 2822;Morumbi;5651002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Berrini;Avenida Engenheiro Luiz Carlos Berrini, 829;Cidade Monções;4571010;Medicamentos;07:00 - 21:00;00:00 - 00:00;Drogasil;;;;
SP;Campinas;Campinas Taquaral;Avenida Nossa Senhora de Fátima, 1316;Vila Esmeralda;13076000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André Figueiras;Rua das Aroeiras, 465;Jardim;9090000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;João Cachoeira;Rua João Cachoeira, 834;Vila Nova Conceição;4535003;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Sh. Pq. Dom Pedro;Avenida Guilherme Campos, 500;Jardim Santa Genebra;13087901;Medicamentos;09:00 - 23:00;09:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubaté Duque de Caxias;Rua Duque de Caxias, 252;Centro;12020050;Medicamentos;07:00 - 21:00;07:00 - 21:00;Drogasil;;;;
SP;Cotia;Cotia;Rua Senador Feijó, 240;Centro;6700075;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Osasco;WM Osasco;Avenida dos Autonomistas, 1828;Centro;6090010;Medicamentos;07:00 - 23:00;08:00 - 22:00;Drogasil;;;;
SP;São Bernardo;São Bernardo 2;Rua Marechal Deodoro, 817;Centro;9710012;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Guarulhos;Guarulhos;Rua Sete de Setembro, 55;Centro;7011020;Medicamentos;07:00 - 23:00;07:00 - 22:00;Drogasil;;;;
SP;São Caetano;CR São Caetano;Rua Aquidaban, 301;Fundação;9520180;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Ribeirão Pires;Ribeirão Pires;Rua Dr. Felício Laurito, 29;Centro;9401010;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Guarulhos;CR Guarulhos;Avenida Benjamin Harris Hunnicutt, S/N;Portal dos Gramados;7124000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santo André;CR Santo André;Avenida Pedro Américo, 23;Vila Homero Thon;9110560;Medicamentos;08:00 - 23:00;08:00 - 23:00;Drogasil;;;;
SP;Itapevi;Itapevi;Avenida Rubens Carames, 48;Centro;6657000;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;São Paulo;Vieira de Moraes;Rua Vieira de Moraes, 240;Campo Belo;4617000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Barão Geraldo;Rua Albino José Barbosa de Oliveira, 448;Barão de Geraldo;13085510;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Cambuí;Rua Coronel Quirino, 1076;Cambuí;13025001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Jaguare;Jaguare;AV JA+D430:D1002GUARE, 277;Jaguare;5346000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Panamby;RUA JOSE RAMON URTIZA, 815;Vila Andrade;5717270;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Moema Lavandisca;AVENIDA LAVANDISCA, 689;Indianopolis;4515011;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Santos;Santos Ana Costa;AV ANA COSTA, 479;Gonzaga;11060003;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Perdizes;R CARDOSO DE ALMEIDA, 1021;Perdizes;5013001;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Paulista;AVENIDA PAULISTA, 995;Bela Vista;1311101;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Shopping Pátio Boa Vista;R CARLOS GOMES, 791;Santo Amaro;4743050;Medicamentos;08:00 - 22:00;08:00 - 22:00;Drogasil;;;;
SP;São Paulo;Shopping Center 3;AV PAULISTA, 2064;Bela Vista;1310200;Medicamentos;08:00 - 22:00;08:00 - 22:00;Drogasil;;;;
SP;São Paulo;Santana;R VOLUNTARIOS DA PATRIA, 1958;Santana;2010600;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;São Vicente;São Vicente;RUA FREI GASPAR, 504;Centro;11310060;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Shopping Eldorado P. Térreo;AV REBOUCAS, 3970;Pinheiros;5402600;Medicamentos;08:00 - 23:00;08:00 - 23:00;Drogasil;;;;
SP;São Paulo;Vila Madalena;RUA HARMONIA, 373;Sumarezinho;5435000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Nossa Senhora Assunção;AV DA ASSUNCAO, 638;Vila Butanta;5359001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;São Bento;RUA SAO BENTO, 416;Centro;1010010;Medicamentos;07:00 - 21:00;07:00 - 18:00;Drogasil;;;;
SP;Bauru;Bauru Getúlio Vargas;AVENIDA GETULIO VARGAS, 8;Vila Mariana;17017000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Bauru;Bauru Calçadão;R BATISTA DE CARVALHO QUADRA, 4;Centro;17010001;Medicamentos;07:30 - 20:00;07:30 - 20:00;Drogasil;;;;
SP;Campinas;Campinas Sh. Coml. do Prado;AVENIDA WASHINGTON LUIS, 2480;Vila Marieta;13042105;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Guaratinguetá;Guaratinguetá;PRACA CONSELHEIRO RODRIGUES ALVES, 233;Guaratinguetá;12500020;Medicamentos;07:00 - 21:00;07:00 - 21:00;Drogasil;;;;
SP;Itapetininga;Itapetininga;R CAMPOS SALLES, 593;Centro;18200005;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Avaré;Avaré;PRACA DA INDEPENDENCIA, 91;Centro;18705080;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Tatuí;Tatuí;R ONZE DE AGOSTO, 187;Centro;18270001;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Santos;Santos Ponta da Praia;AV DOUTOR EPITACIO PESSOA, 387;Boqueirao;11045302;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Shopping Butantã;AV PROFESSOR FRANCISCO MORATO, 2718;Butanta;5512300;Medicamentos;08:00 - 22:00;08:00 - 22:00;Drogasil;;;;
SP;Sorocaba;Sorocaba General Carneiro;AVENIDA GENERAL CARNEIRO, 1224;Vila Lucy;18043003;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba Moreira César;AV MOREIRA CESAR, 311;Centro;18010010;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Osasco Supershopping;AVENIDA DOS AUTONOMISTAS, 1768;Centro;6020010;Medicamentos;09:00 - 22:00;09:00 - 22:00;Drogasil;;;;
SP;São Paulo;Tabapuã;RUA TABAPUA, 982;Itaim Bibi;4533004;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Castelo;AVENIDA ANDRADE NEVES, 2253;Jardim Chapadão;13070001;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Suzano;Suzano;R GENERAL FRANCISCO GLICERIO, 614;Centro;8674000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itapecerica da Serra;Itapecerica da Serra;PRACA JOAO PESSOA, 52;Centro;6850035;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Sousas;AV DOUTOR ANTONIO CARLOS COUTO DE BARROS, 681;Sousas;13105500;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Shopping Cidade Jardim;AVENIDA MAGALHAES DE CASTRO, 12000;Butantã;5502001;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Tajurás;AVENIDA DOS TAJURAS, 245;Cidade Jardim;5670000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Taboão da Serra;Taboão Pirajussara;ESTRADA KIZAEMON TAKEUTI, 2972;Pirajussara;6775003;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Campo Limpo;ESTRADA DO CAMPO LIMPO, 4135;Campo Limpo;5787000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Indaiatuba;Indaiatuba Prudente de Moraes;PRACA PRUDENTE DE MORAES, 10;Centro;13330010;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;São Miguel Paulista;RUA MIGUEL ANGELO LAPENA, 17;São Miguel Paulista;8010040;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Taubaté;Taubaté Pça. Santa Terezinha;PRACA SANTA TEREZINHA, 6;Centro;12010130;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Ferraz de Vasconcelos;Ferraz de Vasconcelos;AV 15 DE NOVEMBRO, 45;Vila Romanopolis;8500405;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Jaú;Jaú Tenente Navarro;RUA TENENTE NAVARRO, 114;Chacara Braz Miraglia;17207310;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Valinhos;Valinhos Shopping;R LUIZ SPIANDORELLI NETO LULA, 161;Loteamento Paiquere;13271570;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Santos;Santos Canal 2;AVENIDA DOUTOR BERNARDINO DE CAMPOS, 416;Campo Grande;11065002;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Jundiaí;Jundiaí Anhangabaú;AVENIDA JUNDIAI, 569;Anhangabau;13208051;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Bauru;Bauru Duque de Caxias;AVENIDA DUQUE DE CAXIAS, 6;Vila America;17012151;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Presidente Prudente;P. Prudente Coronel Marcondes;AVENIDA CORONEL JOSE SOARES MARCONDES, 2700A;Vila Euclides;19013050;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Shopping SP Market;AV DAS NACOES UNIDAS, 22540;Vila Almeida;4795921;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Gabriel Monteiro;ALAMEDA GABRIEL MONTEIRO DA SILVA, 892;Jardim America;1442000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Pompéia Stop Center;AVENIDA POMPEIA, 1682;Vila Pompeia;5022001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba Além Ponte;AVENIDA SAO PAULO, 14;Além Ponte;18013000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Vila Teixeira;RUA JOAQUIM VILAC, 832;Vila Teixeira;13032385;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Shopping Bourbon;R PALESTRA ITALIA, 500;Perdizes;5005030;Medicamentos;08:00 - 23:00;08:00 - 23:00;Drogasil;;;;
SP;São Paulo;Vila Romana;RUA AURELIA, 380;Lapa;5046000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Taboão da Serra;Taboão Largo;RUA DO TESOURO, 464;Parque Santos Dumont;6754190;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Vila Leopoldina;R BRENTANO, 597;Vila Hamburguesa;5302041;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Saudade;AVENIDA DA SAUDADE, 869;Ponte Preta;13041670;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Jorge João Saad;AVENIDA JORGE JOAO SAAD, 214;Vila Progredior;5618000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Paraíso;R TOMAS CARVALHAL, 449;Paraíso;4006001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itatiba;Itatiba;RUA FRANCISCO GLICERIO, 344;Centro;13250330;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Diadema;Diadema Sh. Praça da Moça;R MANOEL DA NOBREGA, 712;Centro;9910720;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Alto de Pinheiros;AVENIDA DIOGENES RIBEIRO DE LIMA, 2066;Alto de Pinheiros;5458003;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Nova Odessa;Nova Odessa;AV JOAO PESSOA, 197;Centro;13460000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas-Centro de Convivência;RUA CONCEICAO, 664;Centro;13010050;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Vital Brasil;RUA PIRAJUSSARA, 480;Butantã;5501020;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Paulínia;Paulínia;AVENIDA JOSE PAULINO, 1040;Centro;13140076;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Presidente Prudente;Pres. Prudente - Manoel Goulart;AVENIDA MANOEL GOULART, 2106;Vila Santa Helena;19015241;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Limão;AVENIDA PROFESSOR CELESTINO BOURROUL, 768;Limão;2710001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Chácara Klabin;AVENIDA PREFEITO FABIO PRADO, 32;Vila Mariana;4116000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Cotia;Granja Viana;RUA USHIMA KIRA, 87;Granja Viana;6709048;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Luis Dumont Villares;R LUCAS DE FREITAS AZEVEDO, 950;Jardim São Paulo;2046060;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itapetininga;Itapetininga II;R DOUTOR VIRGILIO DE REZENDE, 362;Centro;18200180;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Santos;Santos - Canal 5;AVENIDA AFFONSO PENNA, 11;Estuário;11020002;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Jaú;Jaú - Quintino Bocaiúva;RUA RIACHUELO, 610;Centro;17201340;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Shopping Raposo;RODOVIA RAPOSO TAVARES, 0;Jardim Boa Vista;5576100;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Aclimação;AV DA ACLIMACAO, 707;Aclimação;1531002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba - Campolim;AVENIDA ANTONIO CARLOS COMITRE, 32A;Parque Campolim;18047621;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Sezefredo Fagundes;AV CORONEL SEZEFREDO FAGUNDES, 1100;Tucuruvi;2306001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Caetano do Sul;São Caetano do Sul - Av. Goiás;AVENIDA GOIAS, 776;Santo Antônio;9521300;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Caetano do Sul;São Caetano do Sul - Parkshop;ALAMEDA TERRACOTA, 545;Cerâmica;9531190;Medicamentos;10:00 - 22:00;12:00 - 20:20;Drogasil;;;;
SP;Santos;Santos Canal 6;R GUAIAO, 157;Aparecida;11035260;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Jundiaí;Jundiaí Shopping;AVENIDA NOVE DE JULHO, 3333;Alto Anhangabaú;13208056;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Eliseu de Almeida;AVENIDA ELISEU DE ALMEIDA, 2888;Jardim Peri;5533000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Barueri;Alphaville Rio Negro;ALAMEDA RIO NEGRO, 911;Alphaville;6454001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba - Av. S. Paulo;AVENIDA SAO PAULO, 1363;Além Ponte;18013003;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Natingui;RUA NATINGUI, 818;Vila Madalena;5443001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Assis;Assis II;AV RUI BARBOSA, 1088;Centro;19814000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Ourinhos;Ourinhos II;R ANTONIO CARLOS MORI, 91;Centro;19900080;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Taubaté;Taubaté - Mal. Deodoro;AVENIDA MARECHAL DEODORO, 18;Jardim Santa Clara;12080000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Santos;Santos Canal 4;AV SIQUEIRA CAMPOS, 536;Boqueirão;11045200;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Botucatu;Botucatu II;AVENIDA DOM LUCIO, 664;Centro;18602092;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Heitor Penteado;RUA HEITOR PENTEADO, 977;Sumarezinho;5437000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santa Cruz do Rio Pardo;Santa Cruz do Rio Pardo;AV TIRADENTES, 313;Centro;18900000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Itupeva;Itupeva;AVENIDA BRASIL, 458;Jardim São Vicente;13295000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Osasco;Osasco Autonomistas;AVENIDA DOS AUTONOMISTAS, 755;Vila Yara;6020000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Jaguariúna;Jaguariúna Prado Mall;RUA MARIA ANGELA, 390;Jardim Berlim;13820000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Santa Terezinha - SP;AFONSO SCHMIDT, 494;Sta Teresinha;2450000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Leandro Dupre;R LEANDRO DUPRE, 1037;Vila Clementino;4025014;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Alto de Pinheiros;AVENIDA DIOGENES RIBEIRO DE LIMA, 2066;Alto de Pinheiro;5458003;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Conselheiro Carrão;AVENIDA CONSELHEIRO CARRÃO, 2424;Vl Carrão;3402002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Jundiai;Jardim Messina;R MESSINA, 30;Jardim Messina;13207480;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Guapira;RUA GUAIPA, 36;Vila Leopoldina;5089000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Av. Santo Amaro;AVENIDA SANTO AMARO, 3744;Brooklin Paulista;4556400;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Bernardo do Campo;Shopping São Bernardo Plaza;AVENIDA ROTARY, 624;Centro;9721000;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Jabaquara;AV ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 1750;Jabaquara;4308001;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Shop Pq das Bandeiras;AVENIDA JOHN BOYD DUNLOP, 3900;Jardim Ipaussurama;13060803;Medicamentos;10:00 - 22:00;12:00 - 20:00;Drogasil;;;;
SP;São Paulo;Belenzinho;R JULIO DE CASTILHO, 936;Belenzinho;3059005;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Jardim Paulista;ALAMEDA LORENA, 1488;Jardim Paulista;1424004;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Bebedouro;Bebedouro Raul Furquim;AVENIDA RAUL FURQUIM, 1021;Centro;14701300;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Tutoia;TUTOIA, 372;Vl Mariana;4007001;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Nazaré;AV GENTIL DE MOURA, 607;Ipiranga;4278080;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Mogi das Cruzes;Mogi das Cruzes Alto Ipiranga;AVENIDA HENRIQUE EROLES, 397;Alto do Ipiranga;8730590;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Sorocaba;Sorocaba General Osorio;AVENIDA GENERAL OSORIO, 456;Vila Trujillo;18060501;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Santa Cecilia;RUA BARONESA DE ITU, 495;Santa Cecilia;1231001;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Tatuapé Monte Serrat;RUA MONTE SERRAT, 1274;Tatuapé;3312001;Medicamentos;23:01 - 22:59;23:01 - 22:59;Drogasil;;;;
SP;Bauru;Bauru Vila Brunhari;AVENIDA DUQUE DE CAXIAS, 19;Vila Cardia;17011066;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Vinhedo;Vinhedo Praca Santana;PRACA SANTANA, 10;S C;13280075;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;Presidente Prudente;Presidente Prudente Pq do Povo;AVENIDA DA SAUDADE, 444;Vila Euclides;19014010;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Votorantim;Sorocaba Shopping Iguatemi;AVENIDA GISELE CONSTANTINO, 1850;Parque Bela Vista;18110650;Medicamentos;08:00 - 22:00;08:00 - 22:00;Drogasil;;;;
SP;São Paulo;Francisco Morato 2;AVENIDA PROFESSOR FRANCISCO MORATO, 1310;Butanta;5512100;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santos;Santos Canal 7;AVENIDA GENERAL SAN MARTIN, 197;Ponta da Praia;11030251;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Alto da Boa Vista;AVENIDA SANTO AMARO, 6919;Alto da Boa Vista;4701200;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Frei Caneca Shopping;RUA FREI CANECA, 569;Consolacao;1307001;Medicamentos;08:00 - 22:00;09:00 - 22:00;Drogasil;;;;
SP;São Paulo;Perdizes Homem de Melo;RUA DOUTOR HOMEM DE MELO, 786;Perdizes;5007002;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santo André;Santo André Av Portugal;AVENIDA PORTUGAL, 762;Centro;9040001;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Santana de Parnaíba;Santana de Parnaíba;R TREZE DE MAIO, 35;Jardim Frediani;6502150;Medicamentos;07:00 - 22:00;07:00 - 22:00;Drogasil;;;;
SP;São Paulo;Vila Mariana 2;R BALTAZAR LISBOA, 72;Vila Mariana;4110060;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Santos;Santos Canal 3;AV WASHINGTON LUIZ, 435;Boqueirão;11055001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Tietê Plaza Shopping;AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 1465;Iris;5145000;Medicamentos;10:00 - 22:00;10:00 - 22:00;Drogasil;;;;
SP;São Paulo;Saúde Carneiro da Cunha;RUA CARNEIRO DA CUNHA, 337;Vila Saúde;4144000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Francisco Ranieri;AV DOUTOR FRANCISCO RANIERI, 476;Lauzane Paulista;2435061;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;Campinas;Campinas Av da Abolição;AVENIDA JORGE TIBIRICA, 445;Vila Joaquim Inácio;13045706;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Caetano do Sul;São Caetano do Sul 6;RUA PAN, 19;N Gerty;9572550;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Tucuruvi Ataliba Leonel;AVENIDA GENERAL ATALIBA LEONEL, 3360;Parada Inglesa;2242001;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Cidade Dutra Teotônio Vilela;AV SENADOR TEOTONIO VILELA, 988;Cidade Dutra;4801000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Moema Tuim;RUA TUIM, 825;Vila Uberabinha;4514103;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Aclimação 2;RUA JOSE GETULIO, 284;Aclimação;1509000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;Anália Franco Emília Marengo;RUA EMILIA MARENGO, 84;Vila Regente Feijó;3336000;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
SP;São Caetano do Sul;São Caetano do Sul Praça Mauá;ESTRADA DAS LAGRIMAS, 1986;Mauá;9580500;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;São Paulo;SP Vl Romana 3;R DESEMBARGADOR DO VALE, 1062;Perdizes;5010040;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Itu;Itu 1;AVENIDA DOUTOR OTAVIANO PEREIRA MENDES, 34;Liberdade;13301000;Medicamentos;07:00 - 23:00;07:00 - 23:00;Drogasil;;;;
SP;Jundiaí;Jundiaí 7;RUA VIGARIO JOAO JOSE RODRIGUES, 117;Centro;13201002;Medicamentos;00:01 - 23:59;07:00 - 23:00;Drogasil;;;;
