estado,cidade,local,endereço,bairro,cep,tipo_de_material,horario_seg_sex,horario_sab_dom,tipo
SP,São Paulo,Exército da Salvação,Avenida São Miguel 8400,Canindé,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Marechal Tito 3333,Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Estrada Itaquera 2000,Vila Regente Feijó,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Catiguá 255,Casa Verde,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Boipeva 36,Vila Vermelha,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Doutor Orêncio Vidigal,Brás,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Doutor Ângelo Vita 386,Jardim Leonor,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Melo Freire s/n,Vila Mariana,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Cruzeiro do Sul s/n,Vila Mariana,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Paulista 2064,Vila Socorro,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Regente Feijó 1759,Jardim Jaú,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Marambaia 200,Vila Rubi,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Via Anchieta 3398 3398,Vila Carlos de Campos,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Monsenhor Andrade 811,Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Radiantes 13,Penha de França,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Doutor Dante Pazzanese 120,Parque Brasil,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Doutor Dante Pazzanese 421,Jardim Clementino,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Guarapiranga 752,Vila Mascote,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Governador Carvalho Pinto 899,Jardim Vergueiro (Sacoma),,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Domingos Tarroso 38,Barra Funda,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Doutor Orêncio Vidigal 591,Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Doutor Penaforte Mendes 235,Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Rua Santo Antero 417,Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Avenida Dona Belmira Marin 900,Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,"Estrada Kizaemon Takeuti 1300, Jardim Clementino Taboão da Serra - SP",Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Exército da Salvação,Av Santa Catarina 1781,Bela Vista,,"Roupas, brinquedos, calçados e outros pequenos objetos.",07:00 - 2200,09:-00 - 17:00,Exército da Salvação
SP,São Paulo,Boticário,"Av. Padre Arlindo Vieira, 1552",Bom Retiro,04166-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Mário de Andrade, 664",Brás,01156-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Paulista, 2073",Brás,01311-940,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Paulista, 1230",Cambuci,01310-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Paulista, 854",Cambuci,01310-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R - Av. Brigadeiro Luís Antônio, 282",Campo Belo,01318-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Paulista, 2064",Casa Verde Alta,01310-928,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Maestro Cardim, 1947",Cidade Monções,01327-900,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Silva Pinto, 315",Centro,01126-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Celso Garcia, 211",Centro,03015-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Oriente, 474",Centro,03016-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Largo do Cambuci, 77",Centro,01523-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Lins de Vasconcelos, 1175",Centro Histórico,01537-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Vieira de Morais, 1026",Centro Histórico,04617-002,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Zilda, 785",Cerqueira César,02545-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. das Nações Unidas, 12901",Cidade Antônio Estevão de Carvalho,04578-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"R. Pedro Pereira, 258",Consolação,60035-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"R. Liberato Barroso, 352",Damas,60030-160,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"R. Guilherme Rocha, 266",Fátima,60030-140,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"R. José Avelino, 145",Higienópolis,60060-360,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Cel. Xavier de Toledo, 23",Jardim América,01048-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. São Bento, 207",Jardim Oriental,01010-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Augusta, 2887",Jardim Paulista,01413-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Boipeva, S/N",Jardim Pirituba,08220-030,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Frei Caneca, 569",Lapa,01307-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. José Bastos, 1012",Liberdade,60431-084,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Aguanambi, 1393",Cidade dos Funcionários,60055-401,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Angélica, 2277",Messejana,01227-200,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Professor Gomes de Matos, 1244",Mirandópolis,60420-432,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Eng. Armando de Arruda Pereira, 2022",Mirandópolis,04308-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Pamplona, 1704",Papicu,01405-907,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Raimundo Pereira de Magalhães, 11001",Parque São Lucas,02984-035,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Catão, 72",Parque São Rafael,05049-901,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Praça da Liberdade, 183",Penha de Françá,01503-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Oliveira Paiva, 1350",Pinheiros,60822-130,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"R. Joaquim Bezerra, 105",Pinheiros,60842-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Jabaquara, 2647",Pinheiros,04045-004,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Jabaquara, 961",Pompeia,04045-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Eng. Santana Jr., 999",República,60175-657,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. São Lucas, 161",República,03239-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Baronesa de Muritiba, 432",Santa Cecília,08311-080,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Penha de França, 401",Santana,03606-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Cunha Gago, 391",Santo Amaro,05421-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Teodoro Sampaio, 2001",São João Clímaco,05405-200,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Rebouças, 3970",Sé,05402-600,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Prof. Alfonso Bovero, 1290",Meireles,05019-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Br. de Itapetininga, 173",Benfica,01042-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. do Arouche, 170",Aldeota,01219-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Alameda Barros, 104",Edson Queiroz,01232-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Voluntários da Pátria, 2182",Centro,02010-820,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Amador Bueno, 229",Parangaba,04752-005,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Rua Tamuatá, 354",Aldeota,04255-140,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Direita, 70",Socorro,01003-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Dom Luís, 500",Tatuapé,60160-230,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Carapinima, 2200",Lagoa Sapiranga (Coité),60015-290,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Santos Dumont, 3131",Vila Buarque,60150-162,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Washington Soares, 85",Vila Clementino,60811-900,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"R. 24 de Maio, 444",Vila da Saúde,60020-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"R. Germano Franck, 300",Vila Guarani,60740-020,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Dom Luís, 1200",Vila Mariana,60160-230,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. de Pinedo, 138",Vila Mariana,04764-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Tuiuti, 2209",Vila Mariana,03307-005,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
CE,Fortaleza,Boticário,"Av. Washington Soares, 4335",Vila Nocuné,60833-055,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Maria Antônia, 67",Vila Norma,01222-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Rua Pedro de Toledo, 496",Vila Nova Conceição,04039-001,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. do Cursino, 1393",Vila Olímpia,04133-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Eng. Armando de Arruda Pereira, 1147",Vila Olímpia,04309-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Domingos de Morais, 2564",Vila Santa Eulália,04036-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Domingos de Morais, 848",Vila Sonia,04010-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Domingos de Morais, 2824",Vila Suzana,04036-100,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Prof. Edgar Santos, 850",Vila Nhocuné,03560-080,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. São Miguel, 8400 - Stand 23",São Miguel Paulista,08070-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. João Cachoeira, 506",Itaim Bibi,04535-002,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Olimpíadas, 360",Vila Olímpia,04551-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Olimpíadas, 205",Vila Olímpia,04551-000,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Dr. Ricardo Jafet, 1501",Ipiranga,04260-010,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"Av. Prof. Francisco Morato, 3680",Vila Sônia,05512-300,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
SP,São Paulo,Boticário,"R. Prof. José Horácio Meirelles Teixeira, 1040",Butantã,05584-210,"Embalagens de cosméticos, seja de plástico, vidro ou papel",10 - 22,10 - 22,Boticário
GO,Aparecida de Goiânia,Heineken,"Avenida das Nações, S/N, Vera Cruz, Aparecida de Goiânia",Vera Cruz,74976-190,Garrafas de vidro,10 - 22,10 - 22,Heineken
GO,Aparecida de Goiânia,Heineken,"Avenida Epiacauba, 0, Jardim Helvécia, Aparecida de Goiânia",Jardim Helvécia,74933-540,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Deputado Sílvio Teixeira, 831, Jardins, Aracaju",Jardins,49025-100,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Doutor José Thomas D'Ávila Nabuco, SN, Farolândia, Aracaju",Farolândia,49030-270,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Francisco Porto, 250, Treze de Julho, Aracaju",Treze de Julho,49020-120,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Chanceler Osvaldo Aranha, 1240, José Conrado de Araújo, Aracaju",José Conrado de Araújo,49085-100,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Delmiro Gouveia, 400, Coroa do Meio, Aracaju",Coroa do Meio,49035-500,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Av Melicio Machado, SN, Atalaia, Aracaju",Atalaia,49037-440,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Av. Coletora A, S/N, Nossa Senhora do Socorro, Aracaju",Nossa Senhora do Socorro,49160-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua Ministro Nelson Hungria, 155, Luzia, Aracaju",Luzia,49045-510,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Coelho e Campos, 215, Centro, Aracaju",Centro,49010-720,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Av. Heráclito Mourão de Miranda, 1700, Castelo, Belo Horizonte",Castelo,31330-270,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua Artur de Sá, 305, União, Belo Horizonte",União,31170-710,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Av. Afonso Pena, 3328, Cruzeiro, Belo Horizonte",Cruzeiro,30001-970,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua André Cavalcanti, 223, Gutierrez, Belo Horizonte",Gutierrez,30430-110,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Fleming, 650, Ouro Preto, Belo Horizonte",Ouro Preto,31310-490,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida General Olímpio Mourão Filho, 717, Itapoã, Belo Horizonte",Itapoã,31710-690,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rodovia BR-356, 2780, Santa Lúcia, Belo Horizonte",Santa Lúcia,30320-055,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Professor Mário Werneck, 2461, Buritis, Belo Horizonte",Buritis,30575-180,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua Alberto Cintra, 74, União, Belo Horizonte",União,31160-370,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua Pium-I, 630, Cruzeiro, Belo Horizonte",Cruzeiro,30310-080,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Francisco Sá, 66, Gutierrez, Belo Horizonte",Gutierrez,30441-021,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua Pium-I, 672, Cruzeiro, Belo Horizonte",Cruzeiro,30310-080,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rodovia BR-356, 0, Olhos D'Água, Belo Horizonte",Olhos D'Água,30390-003,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Fleming, 650, Ouro Preto, Belo Horizonte",Ouro Preto,31310-490,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida do Contorno, 5727, Funcionários, Belo Horizonte",Funcionários,30110-035,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Fleming, 845, Ouro Preto, Belo Horizonte Minas Gerais, 31310-490","QS 3 Rua 450, S/N
Areal (Águas Claras), Brasília Distrito Federal, 71953-180",,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Fleming, 480, Ouro Preto, Belo Horizonte",Ouro Preto,31310-490,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua Cândido Naves, 160, Ouro Preto, Belo Horizonte",Ouro Preto,31310-460,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Dom Pedro II, 3600, Monsenhor Messias, Belo Horizonte",Monsenhor Messias,30720-460,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Altamiro Avelino Soares, 426, Castelo, Belo Horizonte",Castelo,31330-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Presidente Antônio Carlos, 8100, São Luiz, Belo Horizonte",São Luiz,31270-672,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Rua Felipe dos Santos, 68, Lourdes, Belo Horizonte",Lourdes,30180-160,Garrafas de vidro,10 - 22,10 - 22,Heineken
MG,Belo Horizonte,Heineken,"Avenida Vereador Cícero Ildefonso, 333, João Pinheiro, Belo Horizonte",João Pinheiro,30530-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
DF,Brasília,Heineken,"SMDB, S/N, Setor de Mansões Dom Bosco (Lago Sul), Brasília",Setor de Mansões Dom Bosco (Lago Sul),71680-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
DF,Brasília,Heineken,"Avenida das Castanheiras, Lote 200 E 280 Loja 01, Norte (Águas Claras), Brasília",Norte (Águas Claras),71900-100,Garrafas de vidro,10 - 22,10 - 22,Heineken
DF,Brasília,Heineken,"SIA Quadra 5-C, 55 (Octogonal), Zona Industrial (Guará), Brasília",Zona Industrial (Guará),71200-055,Garrafas de vidro,10 - 22,10 - 22,Heineken
DF,Brasília,Heineken,"St. Hab. Vicente Pires Chácara, 129, Taguatinga Setor Habitacional Vicente Pires, Brasília",Taguatinga Setor Habitacional Vicente Pires,72001-800,Garrafas de vidro,10 - 22,10 - 22,Heineken
DF,Brasília,Heineken,"AEI 10, S/N, Asa Sul, Brasília",Asa Sul,70297-400,Garrafas de vidro,10 - 22,10 - 22,Heineken
DF,Brasília,Heineken,"Avenida Santos Dumont, 2140, Coqueiros de Arembepe (Abrantes), Camaçari",Coqueiros de Arembepe (Abrantes),42823-656,Garrafas de vidro,10 - 22,10 - 22,Heineken
BA,Camaçari,Heineken,"Avenida Santos Dumont, 2140
Coqueiros de Arembepe (Abrantes), Camaçari Bahia, 42823-656",Camaçari,,Garrafas de vidro,10 - 22,10 - 22,Heineken
SP,Campinas,Heineken,"Avenida John Boyd Dunlop, 440",Jardim Aurelia,13033-000,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Avenida República Argentina, 449
Água Verde, Curitiba Paraná, 80240-210",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Rua Coronel Dulcídio, 880
Batel, Curitiba Paraná, 80420-170",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Rodovia BR-116, 13.807
Xaxim, Curitiba Paraná, 81690-200",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Rua dos Bem-te-vis, 4556
Novo Mundo, Curitiba Paraná, 81020-430",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Avenida Comendador Franco, 4160
Jardim das Américas, Curitiba Paraná, 81530-440",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Rua Martim Afonso, 2188
Bigorrilho, Curitiba Paraná, 80730-030",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Rua Alberto Folloni, 420
Juvevê, Curitiba Paraná, 80530-300",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
PR,Curitiba,,"Avenida Marechal Floriano Peixoto, 6400
Hauer, Curitiba Paraná, 81630-000",,,Garrafas de vidro,10 - 22,10 - 22,Heineken
